,query,from_ut,from_ky,from_wa,from_ko,from_me,shortest_step,label_ut,label_ky,label_wa,label_ko,label_me,index,label
437,掲載,3,3,4,3,3,3,True,True,False,True,True,437,2
438,消費,1,3,4,3,3,1,True,False,False,False,False,438,0
439,ワールド,3,4,5,3,3,3,True,False,False,True,True,439,2
440,国勢,3,3,5,3,4,3,True,True,False,True,False,440,1
441,マップ,2,2,4,2,2,2,True,True,False,True,True,441,4
442,注文,3,3,5,3,3,3,True,True,False,True,True,442,4
443,販売,3,3,4,3,3,3,True,True,False,True,True,443,4
444,活動,3,3,2,3,3,2,False,False,True,False,False,444,3
445,キャンペーン,2,3,4,2,2,2,True,False,False,True,True,445,0
446,発電,3,3,5,3,5,3,True,True,False,True,False,446,0
447,特性,3,1,4,3,3,1,False,True,False,False,False,447,1
448,通信,4,5,6,4,4,4,True,False,False,True,True,448,2
449,学生,3,3,4,1,1,1,False,False,False,True,True,449,2
450,団体,3,3,3,3,3,3,True,True,True,True,True,450,0
451,漢方,3,4,6,4,4,3,True,False,False,False,False,451,0
452,ID,3,4,3,4,3,3,True,False,True,False,True,452,0
453,ブログ,3,4,5,3,4,3,True,False,False,True,False,453,4
454,組合,2,2,4,3,3,2,True,True,False,False,False,454,1
455,宿泊,3,3,4,4,4,3,True,True,False,False,False,455,1
456,陳,3,4,6,4,4,3,True,False,False,False,False,456,0
457,アパート,2,2,4,2,2,2,True,True,False,True,True,457,2
458,Amazon,3,3,5,3,4,3,True,True,False,True,False,458,4
459,au,3,4,5,3,3,3,True,False,False,True,True,459,0
460,ミオクラブ,5,5,6,5,3,3,False,False,False,False,True,460,2
461,円,4,4,6,4,4,4,True,True,False,True,True,461,2
462,原子力,3,3,5,3,5,3,True,True,False,True,False,462,4
463,知事,5,6,6,5,3,3,False,False,False,False,True,463,2
464,雑誌,4,3,5,4,4,3,False,True,False,False,False,464,1
465,年間,2,3,4,2,2,2,True,False,False,True,True,465,0
466,ホームズ,3,3,5,3,3,3,True,True,False,True,True,466,2
467,',4,2,6,4,4,2,False,True,False,False,False,467,1
468,先進,2,2,4,2,3,2,True,True,False,True,False,468,0
469,Mission,3,1,5,3,4,1,False,True,False,False,False,469,1
470,≫,4,2,5,4,4,2,False,True,False,False,False,470,1
471,保全,3,4,4,3,4,3,True,False,False,True,False,471,0
472,キャリア,3,4,4,3,3,3,True,False,False,True,True,472,0
473,研修,4,4,6,3,5,3,False,False,False,True,False,473,4
474,定額,4,4,6,4,4,4,True,True,False,True,True,474,4
475,‚,4,4,6,4,4,4,True,True,False,True,True,475,1
476,ビジネス,3,3,5,3,3,3,True,True,False,True,True,476,4
477,サービス,3,2,3,3,2,2,False,True,False,False,True,477,1
478,領事,3,4,5,3,3,3,True,False,False,True,True,478,2
479,音,4,4,6,4,4,4,True,True,False,True,True,479,1
480,教室,3,4,5,3,3,3,True,False,False,True,True,480,4
481,Windows,4,5,5,4,3,3,False,False,False,False,True,481,2
482,視聴,3,4,4,3,3,3,True,False,False,True,True,482,2
483,映像,3,4,4,3,4,3,True,False,False,True,False,483,4
484,掲示板,3,3,5,3,4,3,True,True,False,True,False,484,0
485,教育,3,3,3,3,3,3,True,True,True,True,True,485,2
486,実態,3,3,5,3,4,3,True,True,False,True,False,486,1
487,選抜,4,5,5,3,3,3,False,False,False,True,True,487,4
488,窓口,2,3,4,3,3,2,True,False,False,False,False,488,0
489,お客,3,4,5,3,3,3,True,False,False,True,True,489,0
490,e,3,4,5,3,3,3,True,False,False,True,True,490,0
491,賃貸,2,2,4,2,2,2,True,True,False,True,True,491,2
492,師,4,4,6,3,5,3,False,False,False,True,False,492,4
493,資源,3,4,5,3,3,3,True,False,False,True,True,493,2
494,策定,3,3,5,3,3,3,True,True,False,True,True,494,0
495,宮城大学,99,99,99,99,99,99,True,True,True,True,True,495,0
496,劇場,3,4,5,3,3,3,True,False,False,True,True,496,0
497,～,2,3,4,3,3,2,True,False,False,False,False,497,0
498,倉庫,4,4,5,3,3,3,False,False,False,True,True,498,2
499,コメダ,99,99,99,99,99,99,True,True,True,True,True,499,4
500,免除,4,5,5,3,3,3,False,False,False,True,True,500,4
501,d,3,4,4,4,4,3,True,False,False,False,False,501,0
502,略称,2,2,4,2,2,2,True,True,False,True,True,502,0
503,タッチ,5,5,5,5,3,3,False,False,False,False,True,503,2
504,ディズニー,3,4,5,3,3,3,True,False,False,True,True,504,2
505,大阪,3,3,5,3,3,3,True,True,False,True,True,505,1
506,設立,4,2,5,3,4,2,False,True,False,False,False,506,1
507,試合,2,3,4,2,2,2,True,False,False,True,True,507,0
508,紹介,3,2,4,1,3,1,False,False,False,True,False,508,4
509,CHINTAI,2,2,4,2,2,2,True,True,False,True,True,509,0
510,就職,2,3,3,2,2,2,True,False,False,True,True,510,0
511,開催,3,3,2,3,3,2,False,False,True,False,False,511,3
512,is,4,2,6,4,5,2,False,True,False,False,False,512,1
513,お買い得,4,5,6,5,3,3,False,False,False,False,True,513,2
514,会社,3,2,5,3,3,2,False,True,False,False,False,514,1
515,曜日,2,3,4,2,2,2,True,False,False,True,True,515,4
516,お越し,4,4,5,4,4,4,True,True,False,True,True,516,0
517,用語,3,3,5,3,3,3,True,True,False,True,True,517,0
518,目的,3,4,5,3,3,3,True,False,False,True,True,518,2
519,制作,3,4,5,3,3,3,True,False,False,True,True,519,2
520,ローン,3,4,5,3,3,3,True,False,False,True,True,520,0
521,オープン,2,3,4,2,3,2,True,False,False,True,False,521,4
522,通知,2,3,3,2,3,2,True,False,False,True,False,522,4
523,ご覧,3,5,6,4,4,3,True,False,False,False,False,523,0
524,隆一,5,6,6,5,3,3,False,False,False,False,True,524,2
525,t,4,4,6,4,4,4,True,True,False,True,True,525,2
526,設置,3,3,5,3,3,3,True,True,False,True,True,526,4
527,交換,3,4,5,4,4,3,True,False,False,False,False,527,0
528,L,4,4,6,4,4,4,True,True,False,True,True,528,2
529,ミュージックビデオ,2,3,4,2,2,2,True,False,False,True,True,529,0
530,試験,2,3,4,2,3,2,True,False,False,True,False,530,0
531,TV,2,4,5,3,2,2,True,False,False,False,True,531,2
532,通販,3,4,5,3,3,3,True,False,False,True,True,532,2
533,天気,3,2,5,3,3,2,False,True,False,False,False,533,1
534,横浜,3,4,5,4,4,3,True,False,False,False,False,534,0
535,日立,4,4,5,3,3,3,False,False,False,True,True,535,2
536,条件,2,3,4,2,2,2,True,False,False,True,True,536,0
537,://,4,5,6,4,2,2,False,False,False,False,True,537,2
538,楽器,4,4,6,4,4,4,True,True,False,True,True,538,0
539,語学,3,4,5,3,3,3,True,False,False,True,True,539,2
540,看護,3,3,5,2,4,2,False,False,False,True,False,540,4
541,芸術,3,4,4,3,4,3,True,False,False,True,False,541,4
542,インストール,4,5,5,4,3,3,False,False,False,False,True,542,2
543,警報,4,3,6,4,4,3,False,True,False,False,False,543,1
544,コンソーシアム,4,5,5,3,3,3,False,False,False,True,True,544,4
545,投稿,3,3,5,3,3,3,True,True,False,True,True,545,1
546,コース,3,3,4,2,3,2,False,False,False,True,False,546,4
547,殺人,3,4,5,3,3,3,True,False,False,True,True,547,0
548,高速,3,4,5,3,3,3,True,False,False,True,True,548,2
549,支部,2,2,2,2,3,2,True,True,True,True,False,549,4
550,競走,3,4,5,3,3,3,True,False,False,True,True,550,2
551,焼肉,4,4,5,3,4,3,False,False,False,True,False,551,4
552,参加,3,3,3,3,4,3,True,True,True,True,False,552,4
553,新都,3,4,5,3,3,3,True,False,False,True,True,553,2
554,データ,3,3,5,3,4,3,True,True,False,True,False,554,4
555,レベル,3,3,5,3,5,3,True,True,False,True,False,555,1
556,海外,3,4,5,3,3,3,True,False,False,True,True,556,2
557,アクティビティ,99,99,99,99,99,99,True,True,True,True,True,557,4
558,更生,3,4,5,3,3,3,True,False,False,True,True,558,4
559,質問,3,3,4,2,2,2,False,False,False,True,True,559,2
560,スーパー,3,4,5,4,4,3,True,False,False,False,False,560,0
561,社会,3,3,4,3,3,3,True,True,False,True,True,561,0
562,メッシュ,4,4,7,5,5,4,True,True,False,False,False,562,1
563,プリンセス,2,3,4,2,2,2,True,False,False,True,True,563,0
564,交付,3,4,4,3,4,3,True,False,False,True,False,564,0
565,音楽,3,4,4,3,3,3,True,False,False,True,True,565,4
566,資料,2,3,4,2,2,2,True,False,False,True,True,566,2
567,技術,3,3,4,3,4,3,True,True,False,True,False,567,1
568,自宅,4,4,4,4,2,2,False,False,False,False,True,568,2
569,学都,3,4,4,2,2,2,False,False,False,True,True,569,2
570,対策,3,4,4,3,4,3,True,False,False,True,False,570,4
571,学会,2,2,2,2,3,2,True,True,True,True,False,571,3
572,規約,4,4,3,4,3,3,False,False,True,False,True,572,2
573,コンサート,2,3,3,2,2,2,True,False,False,True,True,573,2
574,JR,3,3,5,3,3,3,True,True,False,True,True,574,1
575,会場,3,4,5,3,4,3,True,False,False,True,False,575,4
576,).,3,4,5,3,3,3,True,False,False,True,True,576,0
577,要項,3,4,4,2,2,2,False,False,False,True,True,577,4
578,イオン,3,3,5,3,3,3,True,True,False,True,True,578,2
579,徒歩,2,2,4,2,2,2,True,True,False,True,True,579,2
580,DVD,3,4,5,3,3,3,True,False,False,True,True,580,0
581,集積,3,4,5,3,3,3,True,False,False,True,True,581,0
582,中古,3,3,5,3,3,3,True,True,False,True,True,582,2
583,ウェブ,2,3,4,2,2,2,True,False,False,True,True,583,2
584,空き,4,4,5,4,4,4,True,True,False,True,True,584,2
585,プロ,3,4,5,3,3,3,True,False,False,True,True,585,0
586,路線,3,3,5,3,3,3,True,True,False,True,True,586,2
587,統計,3,3,5,3,4,3,True,True,False,True,False,587,0
588,cm,3,4,6,4,4,3,True,False,False,False,False,588,0
589,公表,3,3,5,3,4,3,True,True,False,True,False,589,1
590,米山,5,6,6,5,3,3,False,False,False,False,True,590,2
591,不妊,3,3,4,3,5,3,True,True,False,True,False,591,4
592,申,2,2,4,2,2,2,True,True,False,True,True,592,2
593,明細,4,4,4,4,4,4,True,True,True,True,True,593,1
594,ダウンロード,3,4,4,3,2,2,False,False,False,False,True,594,2
595,資格,3,4,5,3,4,3,True,False,False,True,False,595,0
596,東日本,3,3,5,3,3,3,True,True,False,True,True,596,1
597,latest,3,4,5,3,3,3,True,False,False,True,True,597,4
598,先行,3,4,4,3,3,3,True,False,False,True,True,598,4
599,運営,3,4,5,3,3,3,True,False,False,True,True,599,0
600,行政,3,3,4,3,4,3,True,True,False,True,False,600,4
601,無料,3,3,5,3,3,3,True,True,False,True,True,601,2
602,同伴,5,5,6,5,3,3,False,False,False,False,True,602,2
603,ウォーカー,3,4,5,3,3,3,True,False,False,True,True,603,4
604,助成,2,2,3,2,4,2,True,True,False,True,False,604,1
605,Vision,2,1,4,2,2,1,False,True,False,False,False,605,1
606,税,3,4,4,3,3,3,True,False,False,True,True,606,4
607,天王寺,5,5,6,5,3,3,False,False,False,False,True,607,2
608,ナンバー,3,4,4,3,4,3,True,False,False,True,False,608,0
609,大塚,3,4,5,3,3,3,True,False,False,True,True,609,0
610,from,3,4,5,3,3,3,True,False,False,True,True,610,4
611,乱,3,3,5,3,3,3,True,True,False,True,True,611,2
612,ヤ,3,4,5,4,4,3,True,False,False,False,False,612,0
613,発売,3,4,4,3,3,3,True,False,False,True,True,613,0
614,本館,5,5,6,5,3,3,False,False,False,False,True,614,2
615,ドラマ,3,4,5,3,3,3,True,False,False,True,True,615,0
616,請求,3,4,5,3,3,3,True,False,False,True,True,616,2
617,府,2,2,4,2,2,2,True,True,False,True,True,617,2
618,情,4,4,6,4,4,4,True,True,False,True,True,618,1
619,在,2,3,4,2,2,2,True,False,False,True,True,619,2
620,図書館,3,2,3,3,3,2,False,True,False,False,False,620,1
621,手続き,3,4,5,3,3,3,True,False,False,True,True,621,0
622,各種,2,3,4,2,2,2,True,False,False,True,True,622,4
623,地区,3,4,5,3,4,3,True,False,False,True,False,623,4
624,書類,3,4,5,3,3,3,True,False,False,True,True,624,2
625,フロア,3,3,5,3,3,3,True,True,False,True,True,625,4
626,予報,3,2,5,3,3,2,False,True,False,False,False,626,1
627,人気,4,4,7,5,5,4,True,True,False,False,False,627,1
628,配送,3,3,5,3,3,3,True,True,False,True,True,628,1
629,参考,3,4,5,3,3,3,True,False,False,True,True,629,2
630,大使館,3,4,5,3,3,3,True,False,False,True,True,630,0
631,HOME,3,3,5,3,3,3,True,True,False,True,True,631,0
632,辞典,3,4,5,3,3,3,True,False,False,True,True,632,0
633,診察,3,4,5,4,4,3,True,False,False,False,False,633,0
634,パス,3,4,5,3,3,3,True,False,False,True,True,634,2
635,魅力,2,3,4,2,3,2,True,False,False,True,False,635,4
636,対象,3,3,4,3,4,3,True,True,False,True,False,636,4
637,国民,3,4,5,3,3,3,True,False,False,True,True,637,4
638,同窓会,2,3,2,2,2,2,True,False,True,True,True,638,0
639,振興,3,3,4,3,4,3,True,True,False,True,False,639,4
640,リンク,3,4,5,3,3,3,True,False,False,True,True,640,2
641,抽選,3,4,5,3,3,3,True,False,False,True,True,641,4
642,インディーズ,3,4,5,3,3,3,True,False,False,True,True,642,4
643,時刻,3,3,5,3,3,3,True,True,False,True,True,643,0
644,プラザ,5,5,6,5,3,3,False,False,False,False,True,644,2
645,道路,3,4,5,3,3,3,True,False,False,True,True,645,2
646,エリア,2,3,4,2,2,2,True,False,False,True,True,646,2
647,駅,2,2,4,2,2,2,True,True,False,True,True,647,4
648,放射,3,3,5,3,4,3,True,True,False,True,False,648,4
649,パソコン,4,3,5,5,4,3,False,True,False,False,False,649,1
650,ISO,5,3,6,5,5,3,False,True,False,False,False,650,1
651,ナンバーズ,4,5,6,4,4,4,True,False,False,True,True,651,2
652,鐚,99,99,99,99,99,99,True,True,True,True,True,652,0
653,温度,4,2,5,4,4,2,False,True,False,False,False,653,1
654,期間,3,4,5,3,3,3,True,False,False,True,True,654,2
655,申込,3,2,4,3,2,2,False,True,False,False,True,655,1
656,ごみ,3,4,5,3,3,3,True,False,False,True,True,656,2
657,ルート,3,3,5,3,3,3,True,True,False,True,True,657,2
658,回答,4,4,5,3,3,3,False,False,False,True,True,658,2
659,給付,3,4,5,4,4,3,True,False,False,False,False,659,0
660,大東建託,4,3,5,3,4,3,False,True,False,True,False,660,1
661,女性,4,5,5,4,2,2,False,False,False,False,True,661,2
662,学科,3,3,4,2,3,2,False,False,False,True,False,662,4
663,歯科,3,3,4,3,3,3,True,True,False,True,True,663,2
664,湯,3,4,6,4,4,3,True,False,False,False,False,664,0
665,??,4,4,6,4,4,4,True,True,False,True,True,665,0
666,証明,3,4,3,3,3,3,True,False,True,True,True,666,0
667,海浜,3,4,5,3,3,3,True,False,False,True,True,667,4
668,チャンネル,3,4,5,3,3,3,True,False,False,True,True,668,2
669,希望,4,3,5,3,4,3,False,True,False,True,False,669,4
670,成績,4,5,5,4,3,3,False,False,False,False,True,670,2
671,IR,3,4,3,3,3,3,True,False,True,True,True,671,3
672,協会,3,3,3,3,3,3,True,True,True,True,True,672,1
673,セクハラ,5,6,6,5,3,3,False,False,False,False,True,673,2
674,分野,4,4,5,4,3,3,False,False,False,False,True,674,2
675,弘前,4,5,5,3,3,3,False,False,False,True,True,675,4
676,パスポート,3,4,5,3,3,3,True,False,False,True,True,676,2
677,行事,2,3,4,2,1,1,False,False,False,False,True,677,2
678,情報,1,2,3,1,1,1,True,False,False,True,True,678,2
679,投資,3,4,3,3,3,3,True,False,True,True,True,679,4
680,平成,3,3,3,3,3,3,True,True,True,True,True,680,0
681,マンション,2,3,5,1,3,1,False,False,False,True,False,681,4
682,クラシック,3,4,4,3,3,3,True,False,False,True,True,682,0
683,校舎,2,3,4,2,2,2,True,False,False,True,True,683,2
684,hyphen,3,4,6,4,5,3,True,False,False,False,False,684,0
685,四谷,3,4,5,3,3,3,True,False,False,True,True,685,4
686,季節,4,3,6,4,4,3,False,True,False,False,False,686,1
687,r,4,4,6,4,4,4,True,True,False,True,True,687,1
688,特集,3,4,5,3,3,3,True,False,False,True,True,688,0
689,番組,2,3,4,2,2,2,True,False,False,True,True,689,0
690,学術,3,3,3,3,4,3,True,True,True,True,False,690,4
691,京都,2,1,4,2,2,1,False,True,False,False,False,691,1
692,了,4,4,6,4,4,4,True,True,False,True,True,692,0
693,イベント,3,2,4,3,3,2,False,True,False,False,False,693,1
694,記事,3,4,5,3,4,3,True,False,False,True,False,694,4
695,求人,3,4,4,3,3,3,True,False,False,True,True,695,0
696,公益社,3,4,4,3,3,3,True,False,False,True,True,696,0
697,花,3,4,5,3,3,3,True,False,False,True,True,697,0
698,執筆,4,5,6,4,4,4,True,False,False,True,True,698,2
699,チーム,3,4,5,3,3,3,True,False,False,True,True,699,0
700,SUUMO,2,2,4,2,2,2,True,True,False,True,True,700,0
701,花粉,3,3,6,4,4,3,True,True,False,False,False,701,0
702,the,4,2,6,4,3,2,False,True,False,False,False,702,1
703,国会,3,2,4,3,3,2,False,True,False,False,False,703,1
704,朝日,3,5,6,4,3,3,True,False,False,False,True,704,0
705,歌詞,3,3,5,3,2,2,False,False,False,False,True,705,2
706,最適,3,3,5,3,3,3,True,True,False,True,True,706,4
707,ポケット,3,4,5,3,3,3,True,False,False,True,True,707,4
708,主題歌,4,4,6,4,3,3,False,False,False,False,True,708,2
709,中学,3,4,5,3,3,3,True,False,False,True,True,709,0
710,合格,2,3,4,2,2,2,True,False,False,True,True,710,0
711,環境,2,3,3,2,3,2,True,False,False,True,False,711,4
712,ホテル,3,2,4,3,3,2,False,True,False,False,False,712,1
713,パナソニック,2,2,4,2,2,2,True,True,False,True,True,713,4
714,AbemaTV,3,4,6,4,3,3,True,False,False,False,True,714,0
715,申請,3,3,4,3,3,3,True,True,False,True,True,715,1
716,分類,3,3,5,3,3,3,True,True,False,True,True,716,1
717,アニメ,3,4,5,3,3,3,True,False,False,True,True,717,4
718,各社,3,4,5,4,4,3,True,False,False,False,False,718,0
719,大学院,99,99,99,99,99,99,True,True,True,True,True,719,0
720,場所,5,5,5,5,3,3,False,False,False,False,True,720,2
721,パスワード,3,3,3,3,3,3,True,True,True,True,True,721,2
722,火災,3,4,5,4,4,3,True,False,False,False,False,722,0
723,TBS,3,4,5,3,3,3,True,False,False,True,True,723,0
724,学校,3,4,5,3,2,2,False,False,False,False,True,724,2
725,サイト,1,3,4,3,3,1,True,False,False,False,False,725,0
726,種別,3,3,5,3,3,3,True,True,False,True,True,726,0
727,学部,3,3,3,1,3,1,False,False,False,True,False,727,4
728,建築,3,4,5,3,3,3,True,False,False,True,True,728,4
729,最終,3,3,5,3,4,3,True,True,False,True,False,729,4
730,壬,3,3,5,3,3,3,True,True,False,True,True,730,2
731,会,2,2,2,2,3,2,True,True,True,True,False,731,1
732,Q,4,4,5,3,3,3,False,False,False,True,True,732,2
733,リリース,3,4,5,3,3,3,True,False,False,True,True,733,0
734,書,4,3,5,4,3,3,False,True,False,False,True,734,1
735,不動産,2,2,4,2,2,2,True,True,False,True,True,735,0
736,廃棄,3,3,5,3,4,3,True,True,False,True,False,736,0
737,ソフトウェア,4,5,5,4,3,3,False,False,False,False,True,737,2
738,住,4,4,6,4,4,4,True,True,False,True,True,738,0
739,プラン,4,3,5,4,4,3,False,True,False,False,False,739,1
740,画像,2,2,4,2,3,2,True,True,False,True,False,740,0
741,店舗,2,3,5,3,3,2,True,False,False,False,False,741,0
742,専門,4,4,5,3,4,3,False,False,False,True,False,742,4
743,追求,3,1,4,3,3,1,False,True,False,False,False,743,1
744,○.,3,3,5,3,3,3,True,True,False,True,True,744,2
745,予約,2,3,3,3,3,2,True,False,False,False,False,745,0
746,埋立,3,3,5,3,4,3,True,True,False,True,False,746,1
747,法人,2,3,3,2,2,2,True,False,False,True,True,747,0
748,入学,3,4,5,3,3,3,True,False,False,True,True,748,0
749,独り言,2,3,4,2,3,2,True,False,False,True,False,749,4
750,活躍,5,6,6,5,3,3,False,False,False,False,True,750,2
751,協力,4,4,4,4,3,3,False,False,False,False,True,751,2
752,協議,3,3,4,3,3,3,True,True,False,True,True,752,2
753,競輪,3,4,5,3,3,3,True,False,False,True,True,753,4
754,関西,3,3,3,3,4,3,True,True,True,True,False,754,1
755,推進,3,3,4,3,4,3,True,True,False,True,False,755,0
756,温泉,4,3,5,4,4,3,False,True,False,False,False,756,1
757,電話,2,3,4,2,2,2,True,False,False,True,True,757,2
758,ページ,2,3,3,3,2,2,True,False,False,False,True,758,0
759,放送,3,4,5,3,3,3,True,False,False,True,True,759,0
760,課長,3,3,5,3,3,3,True,True,False,True,True,760,4
761,ユニセフ,3,3,3,3,2,2,False,False,False,False,True,761,2
762,国会図書館,3,2,5,3,3,2,False,True,False,False,False,762,1
763,方法,3,3,4,3,3,3,True,True,False,True,True,763,4
764,LIFULL,3,3,5,3,3,3,True,True,False,True,True,764,1
765,ミオ,5,5,6,5,3,3,False,False,False,False,True,765,2
766,変更,3,3,4,3,3,3,True,True,False,True,True,766,4
767,株主,3,4,3,3,3,3,True,False,True,True,True,767,4
768,マラソン,4,4,5,3,4,3,False,False,False,True,False,768,4
769,本郷,1,2,5,2,3,1,True,False,False,False,False,769,0
770,ジャンボ,4,5,6,4,4,4,True,False,False,True,True,770,4
771,].,3,3,5,3,3,3,True,True,False,True,True,771,1
772,発行,3,4,3,3,3,3,True,False,True,True,True,772,4
773,宮城,3,4,5,3,3,3,True,False,False,True,True,773,0
774,プログラム,3,4,5,3,3,3,True,False,False,True,True,774,2
775,セット,4,4,6,4,4,4,True,True,False,True,True,775,1
776,ライブ,2,3,3,2,3,2,True,False,False,True,False,776,0
777,ディズニーランド,3,4,5,3,3,3,True,False,False,True,True,777,0
778,スタッフ,3,4,5,3,3,3,True,False,False,True,True,778,4
779,携帯,3,4,5,3,3,3,True,False,False,True,True,779,0
780,東進,4,4,5,3,3,3,False,False,False,True,True,780,4
781,英,4,4,5,3,3,3,False,False,False,True,True,781,2
782,医学部,2,2,4,1,3,1,False,False,False,True,False,782,4
783,フレッツ,3,4,5,3,3,3,True,False,False,True,True,783,0
784,取り扱い,3,4,5,4,4,3,True,False,False,False,False,784,0
785,絃,4,4,6,4,4,4,True,True,False,True,True,785,1
786,コンテンツ,2,3,4,2,2,2,True,False,False,True,True,786,0
787,国立,3,2,4,3,3,2,False,True,False,False,False,787,1
788,うた,4,4,6,4,3,3,False,False,False,False,True,788,2
789,町名,3,4,5,3,3,3,True,False,False,True,True,789,0
790,都,3,4,5,3,3,3,True,False,False,True,True,790,0
791,模試,3,3,5,3,3,3,True,True,False,True,True,791,4
792,分譲,3,3,5,3,3,3,True,True,False,True,True,792,0
793,ゴルフ,4,4,5,3,4,3,False,False,False,True,False,793,4
794,サッカー,3,5,6,4,4,3,True,False,False,False,False,794,0
795,スポット,3,3,5,3,3,3,True,True,False,True,True,795,0
796,修理,3,4,5,4,4,3,True,False,False,False,False,796,0
797,オンエア,3,4,5,3,3,3,True,False,False,True,True,797,2
798,メールアドレス,4,4,3,4,4,3,False,False,True,False,False,798,3
799,チャート,3,4,5,3,4,3,True,False,False,True,False,799,4
800,接続,3,4,5,4,3,3,True,False,False,False,True,800,2
801,企業,3,3,3,3,3,3,True,True,True,True,True,801,0
802,財,3,4,4,3,4,3,True,False,False,True,False,802,0
803,名称,3,3,5,3,3,3,True,True,False,True,True,803,4
804,ゃ,4,4,6,4,4,4,True,True,False,True,True,804,0
805,きっぷ,3,3,5,3,3,3,True,True,False,True,True,805,0
806,入会,3,3,3,3,4,3,True,True,True,True,False,806,4
