,from,to,value,from_id,to_id
0,慶應義塾大学,研究,0.025952349798438436,4,1405
1,慶應義塾大学,学部,0.022282244400435768,4,439
2,慶應義塾大学,月,0.02095873236089978,4,2603
3,慶應義塾大学,学生,0.020781869120511054,4,1603
4,慶應義塾大学,情報,0.019949500078864167,4,2291
5,慶應義塾大学,入試,0.018876620049884066,4,220
6,慶應義塾大学,医学部,0.01808124111634547,4,1218
7,慶應義塾大学,紹介,0.016290373810330595,4,996
8,慶應義塾大学,キャンパス,0.016262317608780084,4,2030
9,慶應義塾大学,マンション,0.015036191313503597,4,701
10,慶應義塾大学,サイト,0.014992086041845331,4,1074
11,慶應義塾大学,医療,0.014945002596843842,4,1872
12,慶應義塾大学,内科,0.014899009712252245,4,418
13,慶應義塾大学,案内,0.014100272613249636,4,670
14,慶應義塾大学,病院,0.014019734826328243,4,2781
15,慶應義塾大学,三田,0.013361849640842596,4,1193
16,慶應義塾大学,教授,0.0123049376851126,4,549
17,慶應義塾大学,大学院,0.012143157609260645,4,120
18,慶應義塾大学,請求,0.011580996370372475,4,119
19,慶應義塾大学,日吉キャンパス,0.011466877864802992,4,836
20,京都大学,京都,0.038553835628038685,1,1317
21,京都大学,物件,0.025815417801708523,1,2681
22,京都大学,研究,0.025131995638316768,1,1405
23,京都大学,三つ,0.02332678729016828,1,2679
24,京都大学,Mission,0.023253107880743844,1,868
25,京都大学,協同,0.02325209236609751,1,1160
26,京都大学,Vision,0.023182946703320464,1,840
27,京都大学,特性,0.023182946703320464,1,1802
28,京都大学,追求,0.02290575027893466,1,1138
29,京都大学,主体,0.022648047301270485,1,2778
30,京都大学,民主,0.02264145147576641,1,2400
31,京都大学,使命,0.022531737232520666,1,2298
32,京都大学,コード,0.02221278271962085,1,2461
33,京都大学,月,0.02149018864098211,1,2603
34,京都大学,運営,0.021388874746423907,1,303
35,京都大学,実現,0.02091651420760978,1,1992
36,京都大学,精神,0.02024970232542611,1,2138
37,京都大学,大学,0.020101449315823573,1,336
38,京都大学,構成,0.020060782760019647,1,320
39,京都大学,学生,0.016501331682029892,1,1603
40,明治大学,サポート,0.027880319297498925,2,2337
41,明治大学,学生,0.025604767870502677,2,1603
42,明治大学,案内,0.025111226973411203,2,670
43,明治大学,情報,0.024221420421342576,2,2291
44,明治大学,大学,0.020819168022604095,2,336
